name,stardot_ts,receiver_ts
1570079164.jpg,2019-10-03 00:06:04,2020-09-10 15:28:51
1570088823.jpg,2019-10-03 02:47:03,2020-09-10 18:09:49
1570127583.jpg,2019-10-03 13:33:03,2020-09-11 04:55:52
1570111025.jpg,2019-10-03 08:57:05,2020-09-11 00:19:53
1570116004.jpg,2019-10-03 10:20:04,2020-09-11 01:42:52
1570144024.jpg,2019-10-03 18:07:04,2020-09-11 09:29:48
1570144742.jpg,2019-10-03 18:19:02,2020-09-11 09:41:47
1570113183.jpg,2019-10-03 09:33:03,2020-09-11 00:55:52
1570087084.jpg,2019-10-03 02:18:04,2020-09-10 17:40:50
1570089903.jpg,2019-10-03 03:05:03,2020-09-10 18:27:49
1570143603.jpg,2019-10-03 18:00:03,2020-09-11 09:22:48
1570137182.jpg,2019-10-03 16:13:02,2020-09-11 07:35:47
1570089122.jpg,2019-10-03 02:52:02,2020-09-10 18:14:49
1570141982.jpg,2019-10-03 17:33:02,2020-09-11 08:55:47
1570099325.jpg,2019-10-03 05:42:05,2020-09-10 21:04:54
1570099443.jpg,2019-10-03 05:44:03,2020-09-10 21:06:54
1570109044.jpg,2019-10-03 08:24:04,2020-09-10 23:46:54
1570105865.jpg,2019-10-03 07:31:05,2020-09-10 22:53:53
1570141202.jpg,2019-10-03 17:20:02,2020-09-11 08:42:46
1570145702.jpg,2019-10-03 18:35:02,2020-09-11 09:57:47
1570114565.jpg,2019-10-03 09:56:05,2020-09-11 01:18:53
1570096566.jpg,2019-10-03 04:56:06,2020-09-10 20:18:55
1570104004.jpg,2019-10-03 07:00:04,2020-09-10 22:22:54
1570101183.jpg,2019-10-03 06:13:03,2020-09-10 21:35:50
1570088943.jpg,2019-10-03 02:49:03,2020-09-10 18:11:48
1570130404.jpg,2019-10-03 14:20:04,2020-09-11 05:42:50
